Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Description,Risk target
24,male,2,own,moderate,moderate,5595,72,radio/TV,"3. A 24-year-old male with a job level of 2, owning a home, has applied for a credit amount of $5,595 over a 72-month period to purchase a radio or TV. He has a moderate savings account balance and a moderate checking account balance.",Good risk
64,male,1,rent,little,little,2384,24,radio/TV,"4. A 64-year-old male with a job level of 1, renting a home, has applied for a credit amount of $2,384 over a 24-month period to purchase a radio or TV. He has a little savings account balance and a little checking account balance.",Bad risk
26,female,2,own,little,moderate,1453,18,radio/TV,"5. A 26-year-old female with a job level of 2, owning a home, has applied for a credit amount of $1,453 over an 18-month period to purchase a radio or TV. She has a little savings account balance and a moderate checking account balance.",Good risk
56,female,2,own,little,moderate,1538,6,education,"1. The applicant is a 56-year-old female with a moderate income level. She has little savings and a moderate checking account balance. She is seeking a loan of $1,538 for educational purposes, with a repayment period of 6 months. Her housing situation is stable as she owns her own home.",Good risk
37,male,2,free,little,moderate,2279,12,radio/TV,"2. The applicant is a 37-year-old male with a moderate income level. He has little savings and a moderate checking account balance. He is seeking a loan of $2,279 for the purpose of purchasing a radio or TV, with a repayment period of 12 months. His housing situation is favorable as he has free accommodation.",Good risk
33,male,2,own,little,moderate,1478,15,radio/TV,"3. The applicant is a 33-year-old male with a moderate income level. He has little savings and a moderate checking account balance. He is seeking a loan of $1,478 for the purpose of purchasing a radio or TV, with a repayment period of 15 months. His housing situation is stable as he owns his own home.",Good risk
47,male,2,free,little,moderate,5103,24,radio/TV,"4. The applicant is a 47-year-old male with a moderate income level. He has little savings and a moderate checking account balance. He is seeking a loan of $5,103 for the purpose of purchasing a radio or TV, with a repayment period of 24 months. His housing situation is favorable as he has free accommodation.",Good risk
31,male,1,own,moderate,moderate,9857,36,business,"5. The applicant is a 31-year-old male with a lower income level. He has moderate savings and a moderate checking account balance. He is seeking a substantial loan of $9,857 for business purposes, with a repayment period of 36 months. His housing situation is stable as he owns his own home.",Bad risk
34,male,2,free,little,moderate,6527,60,car,"1. This applicant is a 34-year-old male with a job level of 2, living in free housing. He has little savings but a moderate checking account balance. He is seeking a loan of $6,527 for a car, with a repayment term of 60 months.",Bad risk
27,male,2,own,little,rich,1347,10,radio/TV,"2. The applicant is a 27-year-old male with a job level of 2, who owns his housing. He has little savings but a rich checking account balance. He is applying for a loan of $1,347 for a radio/TV purchase, with a repayment term of 10 months.",Good risk
30,male,2,free,moderate,moderate,2862,36,car,"3. This is a 30-year-old male applicant with a job level of 2, living in free housing. He has moderate savings and a moderate checking account balance. He is seeking a loan of $2,862 for a car, with a repayment term of 36 months.",Good risk
35,male,2,own,moderate,moderate,2753,9,radio/TV,"4. The applicant is a 35-year-old male with a job level of 2, who owns his housing. He has moderate savings and a moderate checking account balance. He is applying for a loan of $2,753 for a radio/TV purchase, with a repayment term of 9 months.",Good risk
31,male,2,own,rich,little,3651,12,car,"5. This is a 31-year-old male applicant with a job level of 2, who owns his housing. He has rich savings but a little checking account balance. He is seeking a loan of $3,651 for a car, with a repayment term of 12 months.",Good risk
25,male,2,own,little,little,975,15,furniture/equipment,"1. The applicant is a 25-year-old male with a moderate job level, who owns his housing. He has little savings and checking account balances. He is requesting a credit amount of $975 for a loan duration of 15 months to purchase furniture or equipment.",Bad risk
25,female,1,own,moderate,moderate,2631,15,repairs,"2. The applicant is a 25-year-old female with an entry-level job, who owns her housing. She has moderate savings and checking account balances. She is requesting a credit amount of $2,631 for a loan duration of 15 months for home repairs.",Good risk
29,male,2,own,moderate,moderate,2896,24,radio/TV,"3. The applicant is a 29-year-old male with a moderate job level, who owns his housing. He has moderate savings and checking account balances. He is requesting a credit amount of $2,896 for a loan duration of 24 months to purchase a radio or TV.",Good risk
44,male,1,own,little,little,4716,6,car,"4. The applicant is a 44-year-old male with an entry-level job, who owns his housing. He has little savings and checking account balances. He is requesting a credit amount of $4,716 for a loan duration of 6 months to purchase a car.",Bad risk
28,male,2,own,little,moderate,2284,24,radio/TV,"5. The applicant is a 28-year-old male with a moderate job level, who owns his housing. He has little savings but a moderate checking account balance. He is requesting a credit amount of $2,284 for a loan duration of 24 months to purchase a radio or TV.",Good risk
